,ID,Tweet,Label
1244,4389,@USER Τέλειωσες σίχαμα...,Offensive
1245,4393,@USER άλλη φαγούρα στα αρχίδια δεν είχαν οι πρεσβείες από το να κάνουν δημοσκοπήσεις για τα ζαβά.,Offensive
1246,4395,@USER Ο μαλάκας είναι ανίκητος.,Offensive
1247,4396,"Πόσο ξεφτίλα να χειροκροτείτε τη ΝΔ που πήρε την έδρα του Μέρα25 ρε Ζαίοι. Ο άνθρωπος παραιτήθηκε γιατί αρνήθηκε να ξεφτιλιστεί με την κωλοτούμπα του ΔΨ. Ναι, είναι γελοίος. Όμως παραμένει 10 επίπεδα πιο ψηλά από τους ΔΟΣΙΛΟΓΟΥΣ που πρόδωσαν το λαό για να μη χάσουν την καρέκλα.",Offensive
1248,4401,"Όχι λαθρομετανάστες, είναι παράτυποι,όχι πούστηδες, είναι gay, όχι Πασόκ, είναι Κιναλ,όχι εγκληματίες, είναι Ρουβίκωνας,όχι γύφτοι, είναι Ρομά, όχι άπλυτοι, είναι αναρχικοί,όχι αστυνομικοί, είναι μπάτσοι,όχι έθνος είναι κράτος.Αν είσαι αριστερος τα ξέρεις.#Εκλογες_2019 #εκλογές",Offensive
1249,4403,"@USER Ζεις στον μικρόκοσμο σου , ή ανήλικος είσαι ή απλα πλ νέος χωρίς υποχρεώσεις ...",Offensive
1250,4407,"@USER Καμοφλαρισμενοι ακροαριστεροί είναι το παρεάκι του Αλέξη. Αντιδημοκράτες με κομμουνιστική θεώρηση της πολιτικής. Στριμώχτηκαν,γλυκάθηκαν από τις καρέκλες και έκαναν ό,τι τους λένε οι ξένοι. Μόλις γινουν πάλι αντιπολίτευση θα δούμε το ακραίο τους πρόσωπο.",Offensive
1251,4409,@USER Ότι πιο σάπιο υπάρχει στην Ελλάδα είσαι εσύ και τα υπόλοιπα κατακάθια που στηρίζετε ΧΑ και τη σοβαρή ΧΑ. Σκουπίδι.,Offensive
1252,4413,"@USER στο 83%, είναι +300.000 ψηφοφόροι... καταλαβαίνεις τώρα γιατί είσαι στόκος ή όχι; περιμένω να μου ζητήσεις συγγνώμη...",Offensive
1253,4414,38χρονων δεν τα κανουμε ετσι τα μαλλια ξυπνα δεν εισαι μπεμπα!#shoppingstar,Offensive
1254,4416,Η σπυριδουλα παντως είναι μέσα στο κέφι ούτε το άγχος του τελικού την πιάνει ούτε τίποτα άμα είσαι βύσμα τελικά όλα καλά πάνε #masterchefgr_Xeftiles #masterchefgr,Offensive
1255,4417,@USER Μωρή μαλακά δεν βρίσκεις κανένα γκομενο μας εχεις ζαλίζει τα αρχίδια!,Offensive
1256,4423,Η Μαρία που όπως λέει υποστηρίζει όλα όσα φοράει....... γιατί είναι λέει ψηλή και λεπτή..... καλά θα κάνει να έρθει στο σήμερα και να ντυθεί αναλόγως..... επίσης Μαρία κάνε κάτι με το τατού στα φρύδια.... γιατί έγινες σκιαχτική..... #shoppingstar,Offensive
1257,4426,"@USER Ρε τα μουνιά, να μην ξέρουν την αδερφή του.",Offensive
1258,4429,@USER Στα αρχιδια μας Ουστ σουργελο κυρατσα. Αυτα πλήρωσε ο Σύριζα.,Offensive
1259,4430,@USER Φίλε μου δε σε ξέρω αλλά είσαι και εσύ ένα ςκανονικος άνθρωπος όπως όλοι μας. Οι επιλογές σου είναι αυστηρά προσωπική σου υπόθεση όπως και του καθενός μας. Να ξέρεις ότι ο κανονικός είσαι εσύ και όχι όλοι αυτοί που δείχνουν κωλος και πουτσες για να διατυμπανίζουν ότι είναι gay.,Offensive
1260,4439,"@USER σα να βάζει η VW ξερωγώ την πιο απλή βερσιον του Polo δίπλα σε ένα Ιταλικό και να λέει ""ιχ χάμπε ντερ πανέμορφεν αμάξεν"" ΡΕ ΑΝΤΕ ΓΑΜΗΣΟΥ μείνε σε αυτό που ξέρεις (καλό backend) κι άσε τις φιοριτούρες και τις φινέτσες",Offensive
1261,4441,@USER Εσύ λοιπόν που δεν είσαι τούβλο κ είσαι ελευθεριακός ΠΑΣΟΚΟΣ βάλε μια φωτό με τη δικιά σας τη συγκέντρωση του 2015 κ τη φετινή...,Offensive
1262,4448,"Αυτή είναι η πρόοδος; Καταλάβατε τώρα το σχέδιο; Αντί να ενσωματώσουν τους αλλοδαπούς στην Ελλάδα,θέλουν να ενσωματώσουν τον Έλληνα στο σπίτι του. Αυτοι είναι και το λένε ανοιχτά.Η ξεφτίλα έχει πρόσωπο τελικά.",Offensive
1263,4459,@USER Αγόρι μου είσαι πάρα πάρα πολύ λίγος.Ψήφισε τον σκουρλετη. Δεν είσαι για τίποτα παραπάνω. Για να ζεις από κάνα επίδομα του κόμματος και τη σύνταξη της μάνας σου είσαι. Αν σε εκφράζει αυτό το αμόρφωτο σκουπίδι καλή σου νύχτα κι εσένα κ σε όλους τους κατοίκους του ΜΠΟΡΝΤΕΛΟΥ Ελλάδα,Offensive
1264,4460,"Η νέα γενιά, απ' ό,τι αποδεικνύεται, είναι αμόρφωτη. #giatinparea",Offensive
1265,4461,"άλλοι μετανάστες που έφυγαν από την χώρα αφήνοντας πίσω σχέσεις, φίλους και οικογένεια. Και βέβαια ΚΚΕ ρε γελοία τομάρια! Σιγά μην ψηφίσουμε αυτούς που μας έδιωξαν!",Offensive
1266,4462,@USER Περαστικά στους πούστηδες που τους γαμά ο σατανάς που τον κώλο.,Offensive
1267,4463,@USER Πω πω πόσο γαματις είσαι είχες 29 Χ πωπω. Εγώ είμαι πιο μικρό άρα εσύ έχεις δίκιο πωπω. Πώς επιβιωνετε στην κοινωνία ρε ζώα. ΔΥ ειστε.;,Offensive
1268,4466,@USER Να ακούσω τον πολάκη να λέει ότι ο καλύτερος υπουργός υγείας που πέρασε ποτέ απ αυτό το υπουργεί ήταν ο ΑΔΩΝΗΣ και ας πεθάνει ο πούστης.,Offensive
1269,4469,Τελικά ΑΠΟΦΑΣΙΣΤΕ που κανει προπαγάνδα ο Λαζοπουλος μας πρηξατε το μουνι ! ΣΟΒΑΡΑ ! #altsantiri,Offensive
1270,4471,"Ρε δε γαμιέται το pol και το κάθε σκατοπαίχνιδο. Και η φήμη και η δόξα και όλα. Δεν αξίζουν τίποτα μπροστά σε μια ανθρώπινη ζωή και στην υγεία που πρέπει να έχουμε όλοι μας, μηδενός εξαιρουμένου! Ένα αναπάντητο γιατί θα μείνει χαραγμένο στο μυαλό μας!",Offensive
1271,4472,Βγάλτο μωρή το ριγέ σαν κατάδικος είσαι #shoppingstar,Offensive
1272,4481,Τι βλέπω ενοχλούν τώρα βουλευτές και υπουργούς του ΣΥΡΙΖΑ τα fake news; Τώρα παιδιά είναι αργά. Όταν έπρεπε να σας ενοχλούν και να ασχοληθείτε τα γράφατε στ' αρχίδια σας.,Offensive
1273,4482,@USER Άρα εσείς την κουτάλα κι αυτός τα αρχίδια του εννοείς.,Offensive
1274,4484,@USER Το μουνι μου είναι πλατίνα κι ο πατουλης μπαίνει σφίνα,Offensive
1275,4487,Αν είναι σε τελικό να δίνεις τέτοιο πέναλτι και μάλιστα κοιτάζοντας και το VAR τότε η ματιασμένος είσαι η μαλάκας.,Offensive
1276,4491,Είναι και κάτι άντρες που το παίζουν μαγκες ενώ έχουν κρυφά το Twitter απο τις γυναίκες τους....πλημμυρίζει η βαρβατίλα τι;δεν είναι ετσι;,Offensive
1277,4497,@USER τι θα γίνει μωρέ μαλάκες ζήτουλες παλιόγυφτοι; Θα σταματήσετε να ζητουλεύετε εδώ; Πείτε στη σχολή στο Μενίδι να σταματήσει να μου ζαλάει με τις ενημερώσεις. Εδώ είναι Αλεξάνδρας.,Offensive
1278,4502,"@USER Ξερνας ημιμάθεια και κοινωνική τοξικότητα. Είσαι πολυεργαλειο στα χέρια φασιστών. Αυτο ακριβώς που χρειάζονται. Αμόρφωτο εκκολαπτόμενο φασιστακι, γράφεις μαλακία και ζητάς και επίπεδο.",Offensive
1279,4518,@USER Εισαι βλάκας; Απλά ρωτάω.,Offensive
1280,4519,"@USER Αντε ρε βλάκα Φαπίδι, που μιλας εσύ για στοχοποίηση Αντε μαλάκα να ξεκουμπιστείς γελοίε ξεφτίλα",Offensive
1281,4524,@USER Όσες μαλακίες και να γράψεις για να σε αποθεώσουν τα του Ψύριζα #ερχεται_ΠΟΥΤΣΑ,Offensive
1282,4532,"@USER Αν μιλάμε ειλικρινά δεν έχω πρόβλημα να με βρίσεις. Αν λέω ψέμματα πες με ψεύτη. Αλλά ρε πούστη μου τι στο διάολο να κάνω; Ερχονται τα σκυλιά καταπάνω μου να με κατασπαράξουν κι εγώ θα κάτσω με σταυρωμένα χέρια; Αφού δεν ήταν ίδιος ο ΣΥΡΙΖΑ με την ΝΔ, τι να κάνω τώρα.",Offensive
1283,4534,@USER Κοντέ είσαι τελειωμένος. Φεύγεις ξεφτιλισμένος και γελοιοποιημένος. Είσαι ο άνθρωπος που έκανες το μεγαλύτερο κακό στην αριστερά. Κακό που δεν κατάφερε να κάνει κανένας δεξιός πολιτικός.,Offensive
1284,4536,Ρε μπουχεσα μια χαρα εκατσες ομως να σε αγορασει η #πουτανελλη. Να τα λεμε κι αυτα. #GynaikaXwrisOnoma,Offensive
1285,4538,@USER Να σου ψωλοκοπαναω τα βυζια με μανία καριολα,Offensive
1286,4540,@USER Καλως το μαδημενο κοτοπουλο....Φτυσε τ' αρχιδια σου ρε σουργελο....,Offensive
1287,4546,@USER ΜΟΝΟ για τον πούτσο,Offensive
1288,4550,"@USER Λινακι, δεν το γυρνάς στα «είμαι μουνι ανάδελφο» που το χεις κιολας; Έλα γλυκιά μου",Offensive
1289,4553,"Πανικός έχει πιάσει ΝΔ, ΠΑΣΟΚ και #skai_xeftiles για τις αλλαγές στην ηγεσία της δικαιοσύνης χωρίς καν να ξέρουν τις επιλογές. Θέλουν να κάνουν τις δικές τους! Φοβούνται την αντικειμενική και ανεξάρτητη δικαιοσύνη; Αμα παίζεται ο κωλος μας μάλλον δεν πρεπει να είναι και τόσο!",Offensive
1290,4556,@USER Έλα μην είσαι μαλακας τώρα γιατί όχι,Offensive
1291,4561,@USER Τι είναι ρε οι αντρες ταμπόν να τους αλλαζεις,Offensive
1292,4581,"Ρε ξεφτιλα σκαι,η τουρκικη εδειξε οτι ολη η μαυρη ομαδα εφτιαξε πιατο με σοκολατες και το πηγε η σουντε,τι μαλακιες ελεγε η κυριακος,οτι το εδωσε η σουντε απο το υστερημα της#SurvivorGr",Offensive
1293,4582,Τα γαμονυχια τώρα τα είδα #shoppingstar,Offensive
1294,4583,@USER το καλυτερο γλειφομούνι όμως το κάνουν γυναίκες κανέκο και θηλάζουν καλυτερα.,Offensive
1295,4586,"Πάρτε το απόφαση Ένας στους τρεις Έλληνες, είναι μαλάκας #Εκλογές #Δούρου #σπιτια_σας #Συριζα #Ξαναηρθε",Offensive
1296,4587,"@USER Μόλις απέδειξες πόσο μαλάκας είσαι Δεν είναι εικονιτσες , ντοκουμέντα είναι ,όπως και ότι η οικογένεια Τσίπρα ήταν μια χουντοοικογενεια!",Offensive
1297,4588,Ρεγγινα εισαι μπουρδα εξωωω #poweroflovegr,Offensive
1298,4590,@USER δίνει νέα διάσταση στη λέξη «μαλάκας»,Offensive
1299,4593,"Μολις μαθαμε απο τον γιο του χουντοεργολαβου πως"" ο κυριαρχος λαος δινει μονο αυτος εντολες"". Προφανως ο λαος ο ιδιος εκοψε το ΕΚΑΣ και αυτοξεσκιστηκε στην υπερφορολογηση. #ερχεται_ΠΟΥΤΣΑ",Offensive
1300,4595,@USER Αν και η θεια σου αποκτησει αρχιδια θα ειναι θειος!,Offensive
1301,4599,"Βασίλη εσύ να κοιτάς τα χάλια σου! Η Άννα δεν έπαιξε με κανέναν, μάταια προσπαθεί να βρει ανάμεσα σε τόσους μαλακες έναν που θα είναι λιγότερο για να κάνει σχέση που θα κρατήσει και μετά αν ήθελε να πάει τελικό θα έκανε ψεύτικη σχέση όπως εσύ...#poweroflovegr",Offensive
1302,4604,"@USER Άει στο διάολο, συγκινήθηκα...",Offensive
1303,4605,"Έλα τωρα...οταν την δείχνει από πίσω,είναι σαν κακό τραβεστί. #shoppingstar",Offensive
1304,4611,"Ακτιβιστές του σεξ είναι τα παιδιά βρε κουτά, όχι βιαστές. Ακτιβιαστές. #ΣΥΡΙΖΑ_ξεφτιλες",Offensive
1305,4615,@USER με το αραχνιασμενο το μουνι που ζηλευεις 65αρες μην κανεις τοσα like θα παθεις τιποτα,Offensive
1306,4619,Το κατερινακι τώρα θα γίνει πάλι σα κλαμενο μουνι #poweroflovegr,Offensive
1307,4635,@USER Τι ηλθια εισαι κοπελα μου; πραγματικα απορω.,Offensive
1308,4637,@USER Ρε καντα μουνι καπέλο εκεί όλα τι σκας,Offensive
1309,4640,@USER Όλα αυτά. Μπες 8 Ιουλίου από το άλλο σου προφίλ να μου θύμισεις να σε ξεμπλοκαρω να μου πρήξεις τότε τα αρχιδια με τις μαλακίες σου.,Offensive
1310,4643,"@USER Θέλω να γράψω ποστ με κύριο θέμα ""τα fake news δουλεύουν επειδή είσαι ηλίθιος. Καλά, όχι εσύ, ο δίπλα σου. Μέτρα ηλίθιους που καθημερινά ποστάρουν παπαριές"" αλλά έχω βαρεθεί το μπλογκ πια και με θρεντ δεν γίνεται.",Offensive
1311,4644,"@USER Μωρε μαλακας ειναι, αλλα ειναι μερικά πράγματα που και να τα πιστεύεις, δε λέγονται... Αυτά ούτε ο Μιχαλολιάκος δεν τα ελεγε δημόσια, τα είπε αυτό το ""πολιτικό"" απολειφάδι ;",Offensive
1312,4651,Νοντάρη ειλικρινά χεστήκαμε για την γνώμη σου #poweroflovegr,Offensive
1313,4655,"@USER Ο Κ. Μητσοτάκης είναι κότα λυράτη όχι αρχηγός κόμματος που θέλει να γίνει ΠΘ. Με μπολζοναρισμό μέσω όλων των συστημικών μέσων κρύβεται και κρύβει τη χαβούζα της #ΝΔ_ξεφτιλες, το κόμμα των απολύσεων και της φτωχοποίησης του ελληνικού λαού. #εκλογές",Offensive
1314,4671,@USER Σιχαμα των σιχαματων ο Δελατολλας.,Offensive
1315,4672,"Θα κατεβάσω τα στανταρντς στο ρεαλισμό. Δε θέλω τον πρίγκιπα των ονείρων, μόνο κάποιον να κοιμόμαστε αγκαλιά, να μη μου κάνει στυλιστικες παρατηρήσεις, και να έχει τα ίδια ή περισσότερα αρχιδια μ εμένα. Και όσο κρατήσει...... Σύμπαν άκουσες; άντε να δούμε",Offensive
1316,4674,μαύρο στα μνημονιακά απόβλητα (συριζα νδ πασοκ) ξεφτιλες,Offensive
1317,4676,@USER Ποιος μαλακας πηγε και το εγραψε αραγε;,Offensive
1318,4680,"@USER δε γαμιέται, πέρνα καλά, γιόλο.",Offensive
1319,4687,Σήμερα ζούμε το μπορείς να πάρεις το κορίτσι από τα γκλαμουροβαλκάνια αλλά ποτέ δε μπορείς να πάρεις τα γκλαμουροβαλκάνια από το κορίτσι #shoppingstar,Offensive
1320,4690,"@USER Αφού σου είπα και την άλλη φορά ότι είμαι άθρησκος και μάλιστα μου είπες''στα αρχίδια μου δεν σε ρώτησα΄΄.Τι διάλο, Αλτσχάιμερ έχεις.Και βέβαια κάποιο γαμάνε παιδιά.",Offensive
1321,4693,"Τα ίδια μου λέγε και ο σατανιστής ... Κώτσος Ντάνιελς ""Δεν είσαι ευγενική""! Ο Κώτσος Ντάνιελς... ο σατανιστής, που χει ζαρώσει η μάπα και ο κώλος του αλλά το παίζει τζόβενο και γελάει με σατανισμούς....",Offensive
1322,4695,"@USER Σωστά και ως καλό τετράποδο που είσαι, ενδιαφέρεσαι να μας το υπενθυμίζεις. Δεν παρεξηγούμε ρε βαζέλα. Δεν είμαστε ρατσιστές, και τα ζώα αξίζετε να έχετε ζωή",Offensive
1323,4705,ΤΟ ΓΩΓΩ ΝΟΜΙΖΕΙ ΟΤΙ ΓΕΛΑΜΕ ΚΙ ΕΜΕΙΣ Μ' ΑΥΤΕΣ ΤΙΣ ΑΗΔΙΕΣ ΠΟΥ ΚΑΝΕΙ ; #ShoppingStar,Offensive
1324,4710,@USER Ε μα ρε μαλάκα.. Δεν βαρέθηκες τόσο μετά τα 40 να είσαι κολλημένος στις εφηβικές ονειρώξεις ;,Offensive
1325,4713,εσεις ακομα βλεπετε σπεσιαλς στο νετφλιξ; χοντρες σακαφλιορες με πολιτικα ορθη ατζεντα; οχι δεν θα παρω... μέσω του χρήστη @USER,Offensive
1326,4714,@USER Ποσό μαλακα είσαι......χουντικό κατασκεύασμα......φασιστααααααααααααααα......,Offensive
1327,4715,@USER Βαστα να μην βρεθεις σε αναγκη επιδοματος καριολη...παρε πουλο απο δω σιχαμα,Offensive
1328,4720,@USER Βουλωστο μπούλη εσύ είσαι μπουκωμένος μέχρι το λαρύγγι τσογλαν τσιμπουκ χαχαχα,Offensive
1329,4721,@USER Συζήτηση ala Κανέκος - Οι εκκαθαρίσεις άρχισαν λόγω των Ελλήνων! - Οι εκκαθαρίσεις προηγήθηκαν της εισβολής των Ελλήνων - Είσαι ανίδεος φασίστας LOL μωρέ κακόμοιρε ανίδεε,Offensive
1330,4722,"@USER Επίσης , στην Ελλάδα καλέ μου δεν υπάρχει Η δυνατότητα να δουλέψεις και να χτίσεις καριέρα εκτός εάν είσαι κομματόσκυλο και έχεις βύσμα δεξιό.Τέλος , ευτυχώς έφυγαν Κάτι άτομα σαν εσένα , στο καλό και οι υπόλοιποι όμοιοι σου.",Offensive
1331,4724,@USER Εσένα πάντως σε βλέπω μάλλον με πληρωμει να πηδας γιατί αφού ούτε φωτογραφία δεν έχεις φαντάζομαι πώς θα είσαι πλιαχ,Offensive
1332,4730,@USER ΚΑΙ ΕΣΥ ΕΙΣΑΙ ΤΟΥ ΟΙΚΟΥ ..........ΠΟΥΤΣΙΧΙΤΛΕΡΙΚΟΥ ΦΑΣΙΣΤΑΡΙΟΥ !....................οοοοοοουυυυυυυυυυυυυσσσσσσσττττττττ ............ΧΙΤΛΕΡΙΚΟ ΓΟΥΡΟΥΝΙ !,Offensive
1333,4736,Μιχάλη σαν δεν ντρέπεσαι! Εχεις πολύ θράσος ρε βλάκα #gynaikaxwrisonoma,Offensive
1334,4740,Ο κύριος μαλάκας σ’ αυτό εδώ το ακάουντ πίστευε ότι σε ματς που κρίνεται κάτι και η μια ομάδα είναι αδιάφορη τότε θα κερδίσει αυτή που κυνηγάει το αποτέλεσμα. Μέχρι που διαβάζεις όλα αυτά που έγιναν στο Βαγιαδολίδ-Βαλένθια.,Offensive
1335,4741,"-Έλα παιδί μου, καλά είσαι; -Καλά ειμαι. -Έφαγες σήμερα; -Ναι. -Τι έφαγες; -ΜΙΑ ΤΕΡΑΣΤΙΑ ΠΟΥΤΣΑ απο τον σουπερβαιζορ και ΑΛΛΗ ΜΙΑ απο τα πολλά ρεντμπουλ. -Σου έχω πεί χίλιες φορές να μην τρώς έξω.",Offensive
1336,4748,"Ρε ποιον δουλεύετε; Η Ζενια όταν είχε πρωτομπει είχε πει ότι δεν έχει φίλες και ότι οι γυναίκες γενικά τη θεωρούν ξινή. Καλά, είχε πει ότι είναι και μεταφράστρια. #PowerOfLoveGR",Offensive
1337,4749,"@USER Και αντι να την χωσουν μονομιας στο πιο βαθυ μπουντρουμι της γης και να την αφησουν να την φανε οι αρουραιοι, την πληρωνουνε κι ολας την ΠΟΥΤΑΝΑ.",Offensive
1338,4757,"Το ρίχνεις δεξιά, αποδεξιά, νεοδεξιά, πασοκοδεξιά ΟΚ! Ντάξει στην καλύτερη είσαι κολλημένος, στη χειρότερη είσαι κάγκουρας. Αν το ρίξεις όμως στους ναζί ΕΙΣΑΙ ΚΙ ΕΣΥ ΔΟΛΟΦΟΝΟΣ!",Offensive
1339,4759,@USER Κοιτα μαλακα αν νωμιζεις οτι εσει μπωρεις να νε μιωνεις βλακακο εισαι πολυ μικρος κουραδακι! Αν εχεις αρχιδια βαλε φωτο και πεστα μου φορα παρτιδα! Κομπλεξηκε μαλακα!,Offensive
1340,4761,"@USER Εμείς τους είπαμε μόνοι μας και όλοι σας, και τότε αυτοί είπανε, καλά, μόνοι σας, και μετά εμείς δε θέλαμε και είπαμε ο λαός να στηρίξει, μετά όμως δεν στήριξε ο λαός και τους λέμε άντε ρε ξεφτίλες, και αυτοί είπαν όχι εμείς, ο λαός, και τότε εμείς είπαμε κι αυτός ξεφτίλας είναι.",Offensive
1341,4773,"συν 1 εκατομμυριο φολοερς πηρε το κοριτσι σε 10 ωρες, αλλα αντικειμενικα αυτος ο κωλος το αξιζε.",Offensive
1342,4777,"Μαλακές ΑΡΑΣοΑΡΑΝιτες, πήρατε τον Παναγιώτη Υπουργό και τον καταντήσατε να κονταροχτυπιέται με το Μ-Λ. #ekloges2019 #Ευρωεκλογές2019",Offensive
1343,4783,"@USER Ελευθερα παιδια. Μας κοψαν τους μισθους, θα μας κοψουν και το ινστα πουτανα κενωνια...",Offensive
1344,4785,Spoiler alert: Ο Τζακ πεθαίνει γιατί η Ροουζ είναι μαλάκω,Offensive
1345,4786,@USER επικοδομητικό θέλεις; αμέσως: σάλτα και γαμήσου τρολάκι με τις παπαριές που σας μοιράζει η υπόγα της κουμουνδούρου.,Offensive
1346,4788,Ο παλιος μου συμμαθητης απο το σχολείο παντρεύεται. Ε ρε να πάω στον γάμο και να είναι και οι άλλοι οι μαλακες εκεί.,Offensive
1347,4792,Νιώθω πως «οι άντρες εγιναν γκόμενες» στη τοποθεσία ινσταγκραμ,Offensive
1348,4793,#survivorgr Οι ασπροι θελουν να γνωρισουν τους μαυρους διοτι πληττουν και θελουν να μαδομουνιαστουν... Οι μαυροι απλα θελουν την ηρεμια τους... ΑΠΛΟ...,Offensive
1349,4796,"@USER Δεν το προτιμώ, συνήθως προτιμώ μουνι αλλά ήσουν τόσο ενθουσιασμένος που ήθελα να συμμετέχω στην χαρά",Offensive
1350,4801,"Εγω θα ψηφίσω Δόγκανο δαγκωτό , ετσι γιατι μ αρέσουν οι μαλακες.... #ekloges #Elections2019",Offensive
1351,4803,@USER μαλακας εισαι; η 15χρονο;,Offensive
1352,4804,@USER Πως να σηκωθείς που 4 χρόνια είσαι στα τέσσερα μαζί με το κολοτουμπα @USER και είστε οι καλύτερες που... ες της Ευρώπης... Τα έχετε κάνει μπουρδελο και έχετε και θράσος..,Offensive
1353,4808,Άσε το μαλλί σου γαμω ζαλίστηκα. Τι είναι αυτό το καινούριο ρε παιδιά #poweroflovegr,Offensive
1354,4810,@USER Ψυχραιμία. Ακόμα πιστεύουν πως βγήκαν με αυτοδυναμία. Ο Έλληνας είναι μαλάκας αλλά όχι ηλίθιος. Ξανά τα παπάρια μας θα πάρουν και θα το ρίξουν στις πωλήσεις και νερού του Καματερού. Ψυχραιμία.,Offensive
1355,4812,Είμαστε άντρες δίχως βυζιΑ στο αβαταρ κ έχουμε δικαίωμα στη ζωή κ στην ανάγνωση ρεμπεσκέδες,Offensive
1356,4825,@USER Μαζεύονται πιο εύκολα αυτά μωρέ σε χάσταγκ. Σε θρεντ θα μπούνε 1Μ μαλάκες θα γράφουν θα χαθεί η μπάλα.,Offensive
1357,4828,@USER Γράψε κανένα τουι ρε νούμερο να βγάλεις μεροκάματο. . . Γλειψε και τα αρχιδια του Μπογδανου τώρα φασισταριο,Offensive
1358,4835,η γυναίκα να βγάζει πόδι για να καταφέρει αυτό που θέλει; Καλά άκουσα; Αυτές τις εμετικες απόψεις μεταφέρει στα παιδιά της; #shoppingstar,Offensive
1359,4836,"@USER Βάλε διαιρέτη. Πούτσα λέγεται και προκύπτει απ τα δεινά που περάσαμε 5 χρόνια μαζί του. Με όση ξεφτίλα πέρασε η χώρα και όσοι ζουν σε αυτήν απ τη γαμωδηθενιά σας, επαναστάτες της κωλάρας. Και διαίρεσε τους ανθρώπους απ τα κομματικά ζώα. Γιατί δεν έχασες από ΝΔ. Τις εκλογές εχασες",Offensive
1360,4840,@USER Εχεις θράσος θειο. Καλα που ειστε μαλακες και φτιάξατε την συσπείρωση του αλ6 εσεις και ολοι οι αετοι που εχετε μαζεψει. Παντως δεν ειναι παραλογο που δεν καταλαβαινεις πως εισαι κουτος. Το παθαινουν και αλλοι. Και μην ξεχνας. Ο αλ6 βασίζεται σε εσας...,Offensive
1361,4842,Η ΔΟΥΛΑ ΝΙΩΘΕΙ ΛΟΥΤΣΕΣΚΟΥ ΣΤΗΝ ΤΟΠΟΘΕΣΙΑ ΜΑΣΤΕΡΣΕΦ #masterchefgr #MasterChefGR_Xeftiles,Offensive
1362,4846,Ερωτευμένη μόνο με την γάτα μου από εδώ και στο εξής. Τέλος οι μαλακες.,Offensive
1363,4849,@USER εσύ έφαγες δυο πούτσες σε δυο εβδομάδες και γω είμαι πουτάνα; χαχαχαχαχχα ο μπαμπάς σου είμαι...,Offensive
1364,4850,"@USER αν θες πες στο φιλαράκι σου που χέστηκε πάνω του, πως τον ευχαριστώ για την συμβουλή, αλλά κρίνοντας εκ του αποτελέσματος, πουτάνα τα έχετε κάνει οι πιτσιρικάδες όσο έλειπα και αφήσατε τα δεξιά τρολ να σβαρνάνε χύμα.",Offensive
1365,4854,ΣΤΑΜΑΤΑ ΕΠΙΤΕΛΟΥΣ ΚΟΠΕΛΑ ΜΟΥ ΝΑ ΕΙΣΑΙ ΤΟΣΟ ΜΟΥΝΑΡΑ,Offensive
1366,4859,"#PowerOfLove Πουρεκα-Ρεγγινα...Οταν βλεπεις μια ανεραστη και εναν μπογο να χορευεουν στο τραπεζι, το λες και ξεφτιλα!",Offensive
1367,4875,"@USER και φυσικά ο Μίστερ μπιν , @USER ,και με Κούλη φωτό,που λέει μαλάκες τους πάντες ,με μπλόκαρε",Offensive
1368,4879,Είσαι δικαστικός αντιπρόσωπος; Σε κάλεσαν εφορευτικη επιτροπή γαμωτοκερατακισου κυριακάτικα; Θα καταλήξετε σε κάποιο χωριό μεθυσμένοι να κάνετε καταμέτρηση; Σαλιωνουν οι γριες τον φάκελο και σας έρχονται υπονοούμενα; μοιραστείτε μαζί μας #Τα_Παθη_Του_Δικαστικού_Αντιπροσώπου,Offensive
1369,4888,"O Βαρεμένος ξεφτιλίζεται τώρα στον ΑΝΤ1 ,απέναντι στο Βροίδη ρε φίλε.τόσο για τον πούτσο #Εκλογες_2019",Offensive
1370,4889,@USER Δε γαμαω μαλακες ειμαι επηλεκτηκη! Παω με ανδρες οχι με λουλουδες σαν εσενα απελπησμενε αγαμητε χαχαχα,Offensive
1371,4891,ΓΙΑΤΙ ΔΕΝ ΕΧΕΙ ΑΡΧΙΔΙΑ ΦΙΛΕ ΜΟΥ ...ΨΕΥΤΟΜΑΓΚΕΣ ;ΑΜΟΡΦΩΤΟΙ ΚΑΙ ΑΝΕΥ ΟΥΣΙΑΣ ΗΤΑΝ ...,Offensive
1372,4899,@USER Είσαι πολύ ωραίο γκομενακι. ΕΜΠ1,Offensive
1373,4912,Δηλαδή οι «γυναίκες» που είναι εκεί είναι όμορφες; Δεν μιλάω για μυαλό... #poweroflovegr,Offensive
1374,4913,"Ιάσονα ,1ον)στα π@@@@ μας 2ον)είσαι τόσο ηλιθιος όσο τα τουιτ σου; ή....",Offensive
1375,4914,Σαλτα ρε γαμησου που θα μου πεις ότι ξεπλενω τη Χρυσή Αυγή,Offensive
1376,4915,Έμμμμ τα ήθελε ο κωλος ....,Offensive
1377,4916,"Εντωμεταξύ οι άνθρωποι, πόσο για τον πουτσο(",Offensive
1378,4922,@USER Το μουνί σου θα βγει πλανητάρχης,Offensive
1379,4929,Πόσο μεγάλη σίχαμα είσαι Μιονη που κοροϊδεύεις τα δάκρυα της μίας κοπέλας που τόσο πολύ έχει υποφέρει στην η ζωή της για αυτό και η Δαλακαρα σου θα βγει πάλι χαμένη φέτος #survivorgr,Offensive
